Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
NEPSE,2019/04/30,"1,298.60",-11.70,-0.8932%
NEPSE,2019/04/29,"1,310.31",-4.21,-0.3201%
NEPSE,2019/04/28,"1,314.51",22.39,1.7331%
NEPSE,2019/04/25,"1,292.12",12.83,1.003%
NEPSE,2019/04/24,"1,279.29",19.14,1.5188%
NEPSE,2019/04/23,"1,260.68",3.74,0.2977%
NEPSE,2019/04/22,"1,256.94",-7.26,-0.5742%
NEPSE,2019/04/21,"1,264.20",31.89,2.5878%
NEPSE,2019/04/18,"1,232.26",15.22,1.2504%
NEPSE,2019/04/17,"1,217.04",4.99,0.4119%
NEPSE,2019/04/16,"1,212.05",23.33,1.963%
NEPSE,2019/04/15,"1,188.71",4.70,0.3968%
NEPSE,2019/04/11,"1,184.02",-0.59,-0.0501%
NEPSE,2019/04/10,"1,184.61",3.52,0.2976%
NEPSE,2019/04/09,"1,181.10",-10.58,-0.8882%
NEPSE,2019/04/08,"1,191.68",9.32,0.7882%
NEPSE,2019/04/07,"1,182.36",17.16,1.4727%
NEPSE,2019/04/04,"1,165.20",-0.64,-0.0546%
NEPSE,2019/04/03,"1,165.84",2.01,0.1729%
NEPSE,2019/04/02,"1,163.47",13.72,1.1932%
NEPSE,2019/04/01,"1,149.99",6.43,0.5625%
NEPSE,2019/03/31,"1,143.59",-0.91,-0.0794%
NEPSE,2019/03/28,"1,144.53",2.01,0.1756%
NEPSE,2019/03/27,"1,140.71",0.00,-0.0003%
NEPSE,2019/03/26,"1,140.72",2.07,0.1817%
NEPSE,2019/03/25,"1,138.67",3.87,0.3414%
NEPSE,2019/03/24,"1,134.80",-5.78,-0.5063%
NEPSE,2019/03/21,"1,140.60",-6.86,-0.5982%
NEPSE,2019/03/19,"1,147.15",-6.83,-0.5915%
NEPSE,2019/03/18,"1,153.98",-7.47,-0.6433%
NEPSE,2019/03/17,"1,161.45",5.99,0.518%
NEPSE,2019/03/14,"1,155.50",5.40,0.4699%
NEPSE,2019/03/13,"1,150.10",-13.16,-1.1315%
NEPSE,2019/03/12,"1,163.26",20.33,1.7785%
NEPSE,2019/03/11,"1,142.93",14.28,1.2648%
NEPSE,2019/03/10,"1,128.71",0.94,0.0829%
NEPSE,2019/03/07,"1,127.77",16.01,1.4401%
NEPSE,2019/03/06,"1,111.76",9.12,0.8272%
NEPSE,2019/03/05,"1,102.64",2.06,0.1873%
NEPSE,2019/03/03,"1,100.58",-4.95,-0.4476%
NEPSE,2019/02/27,"1,105.53",2.97,0.2694%
NEPSE,2019/02/26,"1,102.56",-7.17,-0.6463%
NEPSE,2019/02/25,"1,109.73",7.41,0.6719%
NEPSE,2019/02/24,"1,102.32",-10.75,-0.9654%
NEPSE,2019/02/21,"1,113.07",0.84,0.0752%
NEPSE,2019/02/20,"1,112.23",-12.72,-1.1311%
NEPSE,2019/02/19,"1,124.96",22.44,2.0355%
NEPSE,2019/02/18,"1,102.51",-7.21,-0.6493%
NEPSE,2019/02/17,"1,109.72",-3.15,-0.2832%
NEPSE,2019/02/14,"1,112.87",-8.21,-0.7322%
NEPSE,2019/02/13,"1,121.08",-7.11,-0.6304%
NEPSE,2019/02/12,"1,128.19",-0.67,-0.0595%
NEPSE,2019/02/11,"1,128.86",1.34,0.1185%
NEPSE,2019/02/10,"1,127.53",-12.05,-1.0571%
NEPSE,2019/02/07,"1,139.57",-0.15,-0.0131%
NEPSE,2019/02/06,"1,139.72",-7.38,-0.6432%
NEPSE,2019/02/05,"1,147.10",2.83,0.2475%
NEPSE,2019/02/04,"1,144.27",-8.85,-0.7679%
NEPSE,2019/02/03,"1,153.06",-8.57,-0.7374%
NEPSE,2019/01/31,"1,161.63",1.04,0.0892%
NEPSE,2019/01/30,"1,160.59",-0.40,-0.0345%
NEPSE,2019/01/29,"1,160.99",-3.89,-0.3343%
NEPSE,2019/01/28,"1,164.89",2.79,0.2404%
NEPSE,2019/01/27,"1,162.09",-10.68,-0.911%
NEPSE,2019/01/24,"1,172.78",-0.20,-0.0174%
NEPSE,2019/01/23,"1,172.98",4.15,0.3548%
NEPSE,2019/01/22,"1,168.83",0.78,0.0666%
NEPSE,2019/01/21,"1,168.06",-10.86,-0.9215%
NEPSE,2019/01/20,"1,179.17",-8.60,-0.7237%
NEPSE,2019/01/17,"1,187.77",-0.20,-0.0169%
NEPSE,2019/01/16,"1,187.97",-7.57,-0.6331%
NEPSE,2019/01/15,"1,195.54",17.51,1.4863%
NEPSE,2019/01/14,"1,186.80",11.74,0.9993%
NEPSE,2019/01/13,"1,175.05",-5.78,-0.4898%
NEPSE,2019/01/10,"1,180.84",1.48,0.1255%
NEPSE,2019/01/09,"1,179.36",2.29,0.1947%
NEPSE,2019/01/08,"1,177.07",-0.40,-0.0339%
NEPSE,2019/01/07,"1,177.46",6.67,0.57%
NEPSE,2019/01/06,"1,170.79",-7.22,-0.6129%
NEPSE,2019/01/03,"1,178.87",-1.56,-0.132%
Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
Sensitivity,2021/06/09,525.28,-2.83,-0.5353%
Sensitivity,2021/06/08,528.11,7.47,1.4347%
Sensitivity,2021/06/07,520.64,-0.38,-0.072%
Sensitivity,2021/06/06,521.00,7.88,1.5362%
Sensitivity,2021/06/03,513.12,7.96,1.5759%
Sensitivity,2021/06/02,505.16,7.83,1.5746%
Sensitivity,2021/06/01,496.87,-3.69,-0.7364%
Sensitivity,2021/05/31,500.48,-6.58,-1.2975%
Sensitivity,2021/05/30,507.06,3.35,0.665%
Sensitivity,2021/05/27,503.71,-0.28,-0.0564%
Sensitivity,2021/05/25,503.99,-4.51,-0.8862%
Sensitivity,2021/05/24,508.50,1.31,0.2587%
Sensitivity,2021/05/23,507.20,8.23,1.65%
Sensitivity,2021/05/20,498.97,2.83,0.5695%
Sensitivity,2021/05/19,496.15,-1.08,-0.2178%
Sensitivity,2021/05/18,497.23,4.64,0.9425%
Sensitivity,2021/05/17,492.59,4.45,0.9108%
Sensitivity,2021/05/16,488.15,8.64,1.8021%
Sensitivity,2021/05/13,479.50,1.12,0.2332%
Sensitivity,2021/05/12,478.38,0.14,0.03%
Sensitivity,2021/05/11,478.24,3.12,0.6561%
Sensitivity,2021/05/10,475.12,4.35,0.9249%
Sensitivity,2021/05/09,470.74,-2.31,-0.4883%
Sensitivity,2021/05/06,473.05,-0.77,-0.1626%
Sensitivity,2021/05/05,473.82,-1.63,-0.3423%
Sensitivity,2021/05/03,475.13,-2.69,-0.562%
Sensitivity,2021/05/02,477.81,8.78,1.8728%
Sensitivity,2021/04/29,469.03,3.91,0.8405%
Sensitivity,2021/04/28,465.12,-2.16,-0.4629%
Sensitivity,2021/04/27,467.28,14.48,3.1986%
Sensitivity,2021/04/26,452.80,-11.25,-2.4241%
Sensitivity,2021/04/25,464.05,-12.56,-2.6344%
Sensitivity,2021/04/22,476.61,3.21,0.6776%
Sensitivity,2021/04/21,473.40,-6.21,-1.2938%
Sensitivity,2021/04/20,479.60,0.50,0.1048%
Sensitivity,2021/04/19,479.10,-7.06,-1.4525%
Sensitivity,2021/04/18,486.16,-6.29,-1.2763%
Sensitivity,2021/04/15,492.45,6.17,1.2678%
Sensitivity,2021/04/13,486.28,5.99,1.2462%
Sensitivity,2021/04/12,480.30,3.78,0.7929%
Sensitivity,2021/04/08,476.52,-0.28,-0.0596%
Sensitivity,2021/04/07,476.80,0.62,0.1304%
Sensitivity,2021/04/06,476.18,4.34,0.9191%
Sensitivity,2021/04/05,471.85,1.09,0.2325%
Sensitivity,2021/04/04,470.75,4.33,0.9278%
Sensitivity,2021/04/01,466.42,2.83,0.6115%
Sensitivity,2021/03/31,463.59,7.48,1.6406%
Sensitivity,2021/03/30,456.11,6.19,1.3754%
Sensitivity,2021/03/29,449.92,-0.39,-0.0874%
Sensitivity,2021/03/25,450.31,-5.64,-1.2372%
Sensitivity,2021/03/24,455.96,7.06,1.5727%
Sensitivity,2021/03/23,448.90,0.09,0.0199%
Sensitivity,2021/03/22,448.81,-4.79,-1.0554%
Sensitivity,2021/03/21,453.59,9.44,2.1255%
Sensitivity,2021/03/18,444.15,5.55,1.2648%
Sensitivity,2021/03/17,438.61,8.11,1.8842%
Sensitivity,2021/03/16,430.49,0.44,0.1012%
Sensitivity,2021/03/15,430.06,-5.07,-1.1661%
Sensitivity,2021/03/14,435.13,-10.10,-2.2691%
Sensitivity,2021/03/10,445.24,0.02,0.0056%
Sensitivity,2021/03/09,445.21,-4.47,-0.9949%
Sensitivity,2021/03/07,449.69,-1.78,-0.3949%
Sensitivity,2021/03/04,451.47,14.67,3.3581%
Sensitivity,2021/03/03,436.80,-7.12,-1.6031%
Sensitivity,2021/03/02,443.96,-9.80,-2.1591%
Sensitivity,2021/03/01,453.76,6.47,1.4454%
Sensitivity,2021/02/28,447.29,-14.53,-3.1455%
Sensitivity,2021/02/25,461.82,-8.53,-1.8137%
Sensitivity,2021/02/24,470.35,2.40,0.5132%
Sensitivity,2021/02/23,467.95,-2.41,-0.5134%
Sensitivity,2021/02/22,470.36,-9.22,-1.923%
Sensitivity,2021/02/21,479.58,-2.20,-0.456%
Sensitivity,2021/02/18,481.78,6.77,1.4262%
Sensitivity,2021/02/17,475.01,1.47,0.3103%
Sensitivity,2021/02/16,473.54,4.09,0.8708%
Sensitivity,2021/02/15,469.45,15.33,3.3747%
Sensitivity,2021/02/14,454.12,-9.31,-2.009%
Sensitivity,2021/02/11,463.48,-1.66,-0.3563%
Sensitivity,2021/02/10,465.13,2.56,0.5532%
Sensitivity,2021/02/09,462.57,-4.03,-0.8637%
Sensitivity,2021/02/08,466.60,7.28,1.5841%
Sensitivity,2021/02/07,459.33,5.30,1.1678%
Sensitivity,2021/02/04,454.03,1.68,0.3712%
Sensitivity,2021/02/03,452.30,0.92,0.2028%
Sensitivity,2021/02/02,451.38,14.10,3.2239%
Sensitivity,2021/02/01,437.28,4.95,1.1447%
Sensitivity,2021/01/31,432.33,-9.73,-2.2015%
Sensitivity,2021/01/28,442.06,-4.32,-0.9673%
Sensitivity,2021/01/27,446.38,-0.86,-0.1933%
Sensitivity,2021/01/26,447.25,-4.58,-1.0134%
Sensitivity,2021/01/25,451.82,-0.24,-0.0534%
Sensitivity,2021/01/24,452.07,6.47,1.4515%
Sensitivity,2021/01/21,445.60,2.59,0.5844%
Sensitivity,2021/01/20,443.01,0.18,0.0417%
Sensitivity,2021/01/19,442.82,-2.85,-0.6394%
Sensitivity,2021/01/18,445.61,2.18,0.4925%
Sensitivity,2021/01/17,443.42,8.17,1.8763%
Sensitivity,2021/01/13,435.25,1.97,0.4536%
Sensitivity,2021/01/12,433.29,3.89,0.9063%
Sensitivity,2021/01/11,429.40,0.96,0.2239%
Sensitivity,2021/01/10,428.44,7.21,1.7127%
Sensitivity,2021/01/07,421.22,3.08,0.7369%
Sensitivity,2021/01/06,418.14,4.45,1.0767%
Sensitivity,2021/01/05,413.69,-1.47,-0.3539%
Sensitivity,2021/01/04,415.16,-0.73,-0.1758%
Sensitivity,2021/01/03,415.89,17.18,4.3094%
Sensitivity,2020/12/31,398.71,7.40,1.8922%
Sensitivity,2020/12/30,391.30,8.86,2.3157%
Sensitivity,2020/12/29,382.45,-0.13,-0.0335%
Sensitivity,2020/12/28,382.58,1.14,0.2986%
Sensitivity,2020/12/27,381.44,-5.33,-1.3775%
Sensitivity,2020/12/24,386.77,-3.74,-0.9585%
Sensitivity,2020/12/23,390.51,-1.24,-0.3161%
Sensitivity,2020/12/22,391.75,15.18,4.0322%
Sensitivity,2020/12/21,376.57,7.01,1.8977%
Sensitivity,2020/12/20,369.55,-16.39,-4.2474%
Sensitivity,2020/12/17,385.95,-1.04,-0.2691%
Sensitivity,2020/12/16,386.99,-0.43,-0.1121%
Sensitivity,2020/12/15,387.42,-0.74,-0.1906%
Sensitivity,2020/12/14,388.16,6.04,1.5817%
Sensitivity,2020/12/13,382.12,8.09,2.1631%
Sensitivity,2020/12/10,374.03,2.32,0.623%
Sensitivity,2020/12/09,371.71,-8.47,-2.2285%
Sensitivity,2020/12/08,380.18,-2.59,-0.6761%
Sensitivity,2020/12/07,382.77,12.10,3.2643%
Sensitivity,2020/12/06,370.67,-21.62,-5.5112%
Sensitivity,2020/12/03,392.29,-3.76,-0.9484%
Sensitivity,2020/12/02,396.05,12.25,3.1915%
Sensitivity,2020/12/01,383.80,-1.77,-0.4584%
Sensitivity,2020/11/30,385.57,1.63,0.4246%
Sensitivity,2020/11/29,383.94,18.76,5.1359%
Sensitivity,2020/11/26,365.18,2.85,0.7856%
Sensitivity,2020/11/25,362.33,12.96,3.708%
Sensitivity,2020/11/24,349.38,4.42,1.2821%
Sensitivity,2020/11/23,344.96,-0.12,-0.0336%
Sensitivity,2020/11/22,345.07,2.00,0.582%
Sensitivity,2020/11/19,343.08,4.98,1.4743%
Sensitivity,2020/11/18,338.09,-0.80,-0.2359%
Sensitivity,2020/11/12,338.89,3.27,0.9736%
Sensitivity,2020/11/11,335.62,5.23,1.5821%
Sensitivity,2020/11/10,330.40,5.06,1.5545%
Sensitivity,2020/11/09,325.34,-0.61,-0.1857%
Sensitivity,2020/11/08,325.94,1.57,0.4848%
Sensitivity,2020/11/05,324.36,-2.14,-0.6542%
Sensitivity,2020/11/04,326.50,-0.11,-0.0326%
Sensitivity,2020/11/03,326.60,1.14,0.3504%
Sensitivity,2020/11/02,325.46,-1.17,-0.3578%
Sensitivity,2020/11/01,326.63,-1.41,-0.4297%
Sensitivity,2020/10/29,328.04,0.27,0.0835%
Sensitivity,2020/10/28,327.77,9.21,2.89%
Sensitivity,2020/10/22,318.56,1.91,0.6035%
Sensitivity,2020/10/21,316.65,3.10,0.9883%
Sensitivity,2020/10/20,313.55,2.65,0.8537%
Sensitivity,2020/10/19,310.90,2.62,0.8497%
Sensitivity,2020/10/18,308.28,-1.81,-0.5822%
Sensitivity,2020/10/15,310.08,0.33,0.1078%
Sensitivity,2020/10/14,309.75,-1.66,-0.534%
Sensitivity,2020/10/13,311.41,-1.70,-0.5418%
Sensitivity,2020/10/12,313.11,1.37,0.44%
Sensitivity,2020/10/11,311.74,-3.01,-0.9566%
Sensitivity,2020/10/08,314.75,-1.65,-0.5212%
Sensitivity,2020/10/07,316.40,3.17,1.0135%
Sensitivity,2020/10/06,313.22,0.76,0.2438%
Sensitivity,2020/10/05,312.46,0.11,0.0352%
Sensitivity,2020/10/04,312.35,2.19,0.707%
Sensitivity,2020/10/01,310.16,2.98,0.9704%
Sensitivity,2020/09/30,307.18,-0.64,-0.2089%
Sensitivity,2020/09/29,307.82,-1.79,-0.5767%
Sensitivity,2020/09/28,309.61,-0.87,-0.2801%
Sensitivity,2020/09/27,310.48,0.90,0.2918%
Sensitivity,2020/09/24,309.57,1.23,0.3973%
Sensitivity,2020/09/23,308.35,0.95,0.3085%
Sensitivity,2020/09/22,307.40,-4.84,-1.5514%
Sensitivity,2020/09/21,312.24,-1.38,-0.4391%
Sensitivity,2020/09/20,313.62,1.12,0.358%
Sensitivity,2020/09/17,312.50,7.02,2.2972%
Sensitivity,2020/09/16,305.48,0.83,0.2713%
Sensitivity,2020/09/15,304.66,-1.59,-0.518%
Sensitivity,2020/09/14,306.25,2.28,0.7493%
Sensitivity,2020/09/13,303.98,2.59,0.8609%
Sensitivity,2020/09/10,301.38,1.71,0.5712%
Sensitivity,2020/09/09,299.67,0.19,0.0638%
Sensitivity,2020/09/08,299.48,0.83,0.2775%
Sensitivity,2020/09/07,298.65,-3.55,-1.1732%
Sensitivity,2020/09/06,302.20,-2.54,-0.8348%
Sensitivity,2020/09/03,304.74,0.14,0.0445%
Sensitivity,2020/09/02,304.60,6.25,2.095%
Sensitivity,2020/08/31,298.35,2.05,0.6934%
Sensitivity,2020/08/30,296.29,0.80,-0.27%
Sensitivity,2020/08/27,297.10,-1.64,-0.5502%
Sensitivity,2020/08/26,298.75,4.77,1.622%
Sensitivity,2020/08/25,293.98,0.83,0.2838%
Sensitivity,2020/08/24,293.14,3.59,1.2398%
Sensitivity,2020/08/23,289.55,1.19,0.4112%
Sensitivity,2020/08/20,288.37,1.30,0.4519%
Sensitivity,2020/08/19,287.07,-2.71,-0.9346%
Sensitivity,2020/08/18,289.78,-0.23,-0.0776%
Sensitivity,2020/08/17,290.01,1.14,0.3952%
Sensitivity,2020/08/16,288.86,-4.98,-1.6955%
Sensitivity,2020/08/13,293.85,-3.45,-1.1588%
Sensitivity,2020/08/12,297.29,0.02,0.0067%
Sensitivity,2020/08/11,297.27,-1.38,-0.4605%
Sensitivity,2020/08/10,298.65,7.63,2.6204%
Sensitivity,2020/08/09,291.02,1.46,0.5044%
Sensitivity,2020/08/06,289.56,-0.63,-0.2185%
Sensitivity,2020/08/03,294.25,1.47,0.5037%
Sensitivity,2020/08/02,292.77,-8.18,-2.7191%
Sensitivity,2020/07/30,300.96,0.46,0.1541%
Sensitivity,2020/07/29,300.49,-5.18,-1.696%
Sensitivity,2020/07/28,305.68,-1.64,-0.5322%
Sensitivity,2020/07/27,307.31,-0.22,-0.0728%
Sensitivity,2020/07/26,307.54,3.59,1.1817%
Sensitivity,2020/07/23,303.90,0.74,0.2435%
Sensitivity,2020/07/22,303.15,-3.90,-1.2714%
Sensitivity,2020/07/21,307.05,-2.56,-0.8257%
Sensitivity,2020/07/20,309.61,-2.84,-0.9086%
Sensitivity,2020/07/19,312.45,17.39,5.8921%
Sensitivity,2020/07/16,295.06,6.81,2.3634%
Sensitivity,2020/07/15,288.25,4.06,1.4291%
Sensitivity,2020/07/14,284.19,1.95,0.6905%
Sensitivity,2020/07/13,282.24,0.81,0.2893%
Sensitivity,2020/07/12,281.42,0.93,0.3321%
Sensitivity,2020/07/09,280.42,0.47,0.1661%
Sensitivity,2020/07/08,279.95,-2.64,-0.9337%
Sensitivity,2020/07/07,282.59,6.71,2.432%
Sensitivity,2020/07/06,275.88,6.30,2.3374%
Sensitivity,2020/07/01,287.02,15.10,5.5532%
Sensitivity,2020/06/30,271.92,15.63,6.0969%
Sensitivity,2020/06/29,256.29,-4.03,-1.5479%
Sensitivity,2020/05/13,260.32,-5.35,-2.0144%
Sensitivity,2020/05/12,265.68,-5.39,-1.987%
Sensitivity,2020/03/22,271.06,-2.76,-1.0097%
Sensitivity,2020/03/19,273.83,2.03,0.7471%
Sensitivity,2020/03/18,271.80,-2.80,-1.0183%
Sensitivity,2020/03/17,274.59,-8.53,-3.0137%
Sensitivity,2020/03/16,283.13,0.50,0.1758%
Sensitivity,2020/03/15,282.63,-12.88,-4.3585%
Sensitivity,2020/03/12,295.51,-9.19,-3.0166%
Sensitivity,2020/03/11,304.70,14.33,4.935%
Sensitivity,2020/03/10,290.37,-17.35,-5.6396%
Sensitivity,2020/03/05,307.72,-1.15,-0.3726%
Sensitivity,2020/03/04,308.88,-15.17,-4.682%
Sensitivity,2020/03/03,324.05,2.61,0.8112%
Sensitivity,2020/03/02,321.44,-19.20,-5.6378%
Sensitivity,2020/03/01,340.64,-7.04,-2.0254%
Sensitivity,2020/02/27,347.69,11.63,3.4605%
Sensitivity,2020/02/26,336.06,9.49,2.9054%
Sensitivity,2020/02/25,326.57,8.57,2.6934%
Sensitivity,2020/02/24,318.00,0.49,0.1558%
Sensitivity,2020/02/23,317.51,17.07,5.6802%
Sensitivity,2020/02/20,300.44,4.50,1.5201%
Sensitivity,2020/02/19,295.94,0.99,0.3365%
Sensitivity,2020/02/18,294.95,1.09,0.3698%
Sensitivity,2020/02/17,293.87,8.04,2.8143%
Sensitivity,2020/02/16,285.82,1.58,0.555%
Sensitivity,2020/02/13,284.24,-1.32,-0.4609%
Sensitivity,2020/02/12,285.56,0.19,0.0659%
Sensitivity,2020/02/11,285.37,3.75,1.3324%
Sensitivity,2020/02/10,281.62,0.57,0.2042%
Sensitivity,2020/02/09,281.05,-3.00,-1.0575%
Sensitivity,2020/02/06,284.05,-1.87,-0.6553%
Sensitivity,2020/02/05,285.92,0.93,0.3247%
Sensitivity,2020/02/04,285.00,-2.92,-1.0134%
Sensitivity,2020/02/03,287.92,1.16,0.4054%
Sensitivity,2020/02/02,286.75,4.99,1.7721%
Sensitivity,2020/01/30,281.76,3.57,1.2828%
Sensitivity,2020/01/29,278.19,-0.49,-0.1749%
Sensitivity,2020/01/28,278.68,-0.48,-0.171%
Sensitivity,2020/01/27,279.16,4.53,1.6513%
Sensitivity,2020/01/26,274.62,-4.10,-1.4712%
Sensitivity,2020/01/23,278.72,-3.59,-1.27%
Sensitivity,2020/01/22,282.31,-2.13,-0.7492%
Sensitivity,2020/01/21,284.44,0.90,0.3177%
Sensitivity,2020/01/20,283.54,-4.86,-1.6837%
Sensitivity,2020/01/19,288.39,5.52,1.9507%
Sensitivity,2020/01/16,282.88,3.90,1.3985%
Sensitivity,2020/01/15,278.97,4.68,1.7079%
Sensitivity,2020/01/14,274.29,-2.00,-0.723%
Sensitivity,2020/01/13,276.29,3.55,1.3032%
Sensitivity,2020/01/12,272.73,8.47,3.2035%
Sensitivity,2020/01/09,264.27,0.95,0.3616%
Sensitivity,2020/01/08,263.31,-1.50,-0.5652%
Sensitivity,2020/01/07,264.81,4.13,1.5859%
Sensitivity,2020/01/06,260.68,4.93,1.9289%
Sensitivity,2020/01/05,255.69,3.51,1.3917%
Sensitivity,2020/01/02,252.18,-1.10,-0.4359%
Sensitivity,2020/01/01,253.29,0.97,0.3835%
Sensitivity,2019/12/31,252.32,-1.01,-0.3998%
Sensitivity,2019/12/30,253.33,-0.06,-0.0238%
Sensitivity,2019/12/29,253.39,-0.98,-0.3835%
Sensitivity,2019/12/26,254.37,-0.36,-0.1411%
Sensitivity,2019/12/25,254.73,0.51,0.2007%
Sensitivity,2019/12/24,254.22,-0.32,-0.1241%
Sensitivity,2019/12/23,254.53,2.94,1.1686%
Sensitivity,2019/12/22,251.59,-0.25,-0.0993%
Sensitivity,2019/12/19,251.84,-0.63,-0.2511%
Sensitivity,2019/12/18,252.48,-0.80,-0.3168%
Sensitivity,2019/12/17,253.28,-0.24,-0.0966%
Sensitivity,2019/12/16,253.53,-2.15,-0.8424%
Sensitivity,2019/12/15,255.68,0.08,0.0312%
Sensitivity,2019/12/12,255.60,0.41,0.16%
Sensitivity,2019/12/11,255.19,1.69,0.6648%
Sensitivity,2019/12/10,253.51,0.33,0.1298%
Sensitivity,2019/12/09,253.18,2.65,1.0591%
Sensitivity,2019/12/08,250.52,1.75,0.7047%
Sensitivity,2019/12/05,248.77,0.91,0.3667%
Sensitivity,2019/12/04,247.86,1.52,0.616%
Sensitivity,2019/12/03,246.35,0.63,0.2562%
Sensitivity,2019/12/02,245.72,-0.44,-0.1779%
Sensitivity,2019/12/01,246.15,-0.50,-0.2046%
Sensitivity,2019/11/28,246.66,-0.57,-0.2323%
Sensitivity,2019/11/27,247.23,1.74,0.7096%
Sensitivity,2019/11/26,245.49,0.11,0.0446%
Sensitivity,2019/11/25,245.38,0.52,0.2114%
Sensitivity,2019/11/24,244.86,-2.03,-0.8231%
Sensitivity,2019/11/21,246.90,-1.78,-0.7139%
Sensitivity,2019/11/20,248.67,-0.25,-0.0996%
Sensitivity,2019/11/19,248.92,0.31,0.1247%
Sensitivity,2019/11/18,248.61,-0.53,-0.2117%
Sensitivity,2019/11/17,249.14,-0.93,-0.3732%
Sensitivity,2019/11/14,250.07,-0.11,-0.045%
Sensitivity,2019/11/13,250.18,-1.39,-0.5519%
Sensitivity,2019/11/12,251.57,-0.73,-0.2878%
Sensitivity,2019/11/11,252.30,3.28,1.3188%
Sensitivity,2019/11/10,249.01,0.69,0.2795%
Sensitivity,2019/11/07,248.32,-1.40,-0.5592%
Sensitivity,2019/11/06,249.72,-0.41,-0.1638%
Sensitivity,2019/11/05,250.12,-0.39,-0.1541%
Sensitivity,2019/11/04,250.51,0.04,0.0176%
Sensitivity,2019/11/03,250.47,-1.62,-0.6415%
Sensitivity,2019/10/31,252.08,0.03,0.01%
Sensitivity,2019/10/24,252.06,1.88,0.7513%
Sensitivity,2019/10/23,250.18,1.68,0.675%
Sensitivity,2019/10/22,248.49,0.50,0.203%
Sensitivity,2019/10/21,247.99,-0.37,-0.1474%
Sensitivity,2019/10/20,248.35,-0.77,-0.3095%
Sensitivity,2019/10/17,249.12,0.54,0.2174%
Sensitivity,2019/10/16,248.58,-1.64,-0.6564%
Sensitivity,2019/10/15,250.22,1.05,0.4213%
Sensitivity,2019/10/14,249.17,-2.76,-1.0963%
Sensitivity,2019/10/10,251.94,-0.04,-0.0141%
Sensitivity,2019/10/03,251.97,2.19,0.8748%
Sensitivity,2019/10/02,249.79,-0.43,-0.1712%
Sensitivity,2019/10/01,250.21,3.19,1.2929%
Sensitivity,2019/09/30,247.02,0.68,0.2767%
Sensitivity,2019/09/29,246.34,-0.98,-0.3977%
Sensitivity,2019/09/26,247.32,-0.39,-0.1562%
Sensitivity,2019/09/25,247.71,-0.71,-0.285%
Sensitivity,2019/09/24,248.42,-1.40,-0.5609%
Sensitivity,2019/09/23,249.82,0.10,0.04%
Sensitivity,2019/09/22,249.72,-2.49,-0.9885%
Sensitivity,2019/09/19,252.21,-3.49,-1.3643%
Sensitivity,2019/09/18,255.70,4.13,1.641%
Sensitivity,2019/09/17,251.57,5.22,2.119%
Sensitivity,2019/09/16,246.35,-3.66,-1.4635%
Sensitivity,2019/09/15,250.01,-3.79,-1.4928%
Sensitivity,2019/09/12,253.80,-0.98,-0.3862%
Sensitivity,2019/09/11,254.78,-0.79,-0.3083%
Sensitivity,2019/09/10,255.57,0.21,0.0841%
Sensitivity,2019/09/09,255.36,-1.77,-0.6897%
Sensitivity,2019/09/08,257.13,-2.77,-1.0661%
Sensitivity,2019/09/05,259.90,-0.96,-0.3691%
Sensitivity,2019/09/04,260.86,0.63,0.2402%
Sensitivity,2019/09/03,260.24,3.93,1.5319%
Sensitivity,2019/09/02,256.31,-2.98,-1.1505%
Sensitivity,2019/09/01,259.30,-1.95,-0.7467%
Sensitivity,2019/08/29,261.25,-0.16,-0.0609%
Sensitivity,2019/08/28,261.41,-1.99,-0.7565%
Sensitivity,2019/08/27,263.40,1.03,0.3914%
Sensitivity,2019/08/26,262.37,-1.07,-0.4051%
Sensitivity,2019/08/25,263.44,-0.27,-0.1009%
Sensitivity,2019/08/22,263.71,0.29,0.1083%
Sensitivity,2019/08/21,263.42,0.22,0.0836%
Sensitivity,2019/08/20,263.20,-1.76,-0.6645%
Sensitivity,2019/08/19,264.96,1.85,0.7013%
Sensitivity,2019/08/18,263.11,-1.57,-0.59%
Sensitivity,2019/08/15,264.69,-1.24,-0.4671%
Sensitivity,2019/08/14,265.93,-1.22,-0.4558%
Sensitivity,2019/08/13,267.15,-0.58,-0.2165%
Sensitivity,2019/08/12,267.73,0.12,0.0444%
Sensitivity,2019/08/11,267.61,-0.40,-0.1494%
Sensitivity,2019/08/08,268.01,-1.96,-0.7248%
Sensitivity,2019/08/07,269.97,0.86,0.3184%
Sensitivity,2019/08/06,269.11,-1.91,-0.703%
Sensitivity,2019/08/05,271.01,-0.77,-0.2829%
Sensitivity,2019/08/04,271.78,-0.75,-0.2753%
Sensitivity,2019/08/01,272.53,-0.71,-0.261%
Sensitivity,2019/07/31,273.25,1.10,0.4053%
Sensitivity,2019/07/30,272.14,1.03,0.379%
Sensitivity,2019/07/29,271.12,1.08,0.3984%
Sensitivity,2019/07/28,270.04,-3.43,-1.2553%
Sensitivity,2019/07/25,273.47,-2.66,-0.9638%
Sensitivity,2019/07/24,276.13,1.72,0.6255%
Sensitivity,2019/07/23,274.42,0.92,0.3355%
Sensitivity,2019/07/22,273.50,0.19,0.0704%
Sensitivity,2019/07/21,273.31,-0.53,-0.1951%
Sensitivity,2019/07/18,273.84,-0.27,-0.0996%
Sensitivity,2019/07/17,274.12,2.86,1.0554%
